tweet_id,tweet_text,class_label
9.07771E+17,"Armed with a chainsaw and a charitable spirit, Sister Margaret Ann is clearing Florida roads after Hurricane Irma.",other_relevant_information
9.08018E+17,#StormAileen is bringing #rain in across the west. Overnight it will turn heavy with the risk of localised flooding in places #weatheraware,caution_and_advice
9.08429E+17,Tonight in our service we will be collecting the following items to help our community and all those affected by #HurricaneIrma.,other_relevant_information
9.05952E+17,Its not raining yet but we know you are getting ready for #IRMA be safe striders Our thoughts &amp; prayers are with all our Strides families,sympathy_and_support
9.05751E+17,"#Irma update 2: Already, 10 people are dead in storm’s path of destruction through Caribbean.",injured_or_dead_people
9.08412E+17,#Irma has caused major damage in FL. They are in desperate need of platelets. Please donate in the next day or two.,infrastructure_and_utility_damage
9.05958E+17,"As the work day in #Haiti winds down @CatholicRelief teams keep buiding shelter kits—rope, nails and tarps—for those affected by #irma.",rescue_volunteering_or_donation_effort
9.07781E+17,#3Novices Devastating before and after photos of Hurricane Irma destruction  AS THE utter destruction left in Hurr,infrastructure_and_utility_damage
9.08381E+17,Now that Irma’s Gone – What local restaurants are open? Where to hang out? Where to get,other_relevant_information
9.08154E+17,Florida Nursing Home Deaths After Irma Prompt Criminal Probe - Bloomberg #noexcuses #ElderAbuse #answer,injured_or_dead_people
9.07735E+17,"The @Jaguars are donating 5,000 tickets to @Titans game to first responders and residents impacted by Hurricane Irma",rescue_volunteering_or_donation_effort
9.08429E+17,Floridas Gov. Rick Scott has ordered an immediate moratorium to prevent the center from receiving any patients.,other_relevant_information
9.0571E+17,RT @IHAB1204x4: Hurricane Irma kills at least nine people -  via,injured_or_dead_people
9.08486E+17,"Boston [Suffolk Co, MA] AMATEUR RADIO reports FLOOD at 14 Sep, 7:07 PM EDT -- COLUMBIA ROAD NEAR SALON AND HAMILTON ROADS COMPLETELY FLOODE",infrastructure_and_utility_damage
9.07776E+17,"My cousins house in Oakwood, Georgia damaged from tropical storm Irma yesterday. They lost ten trees. #HurricaneIrma #wsbtv2 #atlanta #irma",other_relevant_information
9.08002E+17,What about hurricane relief makes tax cuts for corporations and reform needed more than ever before?????,other_relevant_information
9.0747E+17,Irma death toll in US rises to 10; leaves devastation in Florida Keys #Generalnews,injured_or_dead_people
9.08939E+17,"So many @GainesvilleGov workers worked so hard during the #HurricaneIrma relief effort, so we brought them breakfast! #WhyILoveGNV",rescue_volunteering_or_donation_effort
9.08901E+17,Beautiful #AnnaMariaIsland today! Lots of seaweed but no damage! Cant wait to see you all again soon #amicondorentals #florida #irma,not_humanitarian
9.08362E+17,"Discard any food that has been at room temperature for 2 hours or more. When in doubt, throw it out! #Irma",caution_and_advice
9.08231E+17,River Ouse in #York is at 2.0m and not expected to rise much further. Check Flood Warnings @gov.uk,caution_and_advice
9.07932E+17,Loading them up! This Great Dane/dozens of others headed to NH. Palm Beach County shelter making room for animals displaced by Irma. @wptv,displaced_people_and_evacuations
9.0811E+17,@rqui  This is why Mexico rescinded. FakeNews you spread. 😂😂. XO,not_humanitarian
9.08403E+17,Day 5 with no power and my girls think we are homeless! 💔#irma #hurricaneirma #aftermath,infrastructure_and_utility_damage
9.08696E+17,"Video: Hurricane Irma aftermath: Trash, debris pickup information",other_relevant_information
9.08434E+17,"Crews in Apopka, FL., just northwest of Orlando, working on #Irma damage assessment and restoration via @DE_LeeF",infrastructure_and_utility_damage
9.085E+17,Miami Heat president Pat Riley buys groceries for Hurricane Irma victims  #news #feedly,rescue_volunteering_or_donation_effort
9.05755E+17,RT @JohnMQC: Responses need to speed up. #Anguilla needs urgent assistance #hurricaneirma2017,requests_or_urgent_needs
9.06183E+17,A massive evacuation has clogged Floridas major highways.,displaced_people_and_evacuations
